,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
2075,"(성북구 인근 대학생이상) 돈암1동 저소득가정(한부모,다문화, 조손가정 등) 아동 학습도우미 or 학습멘토",돈암1동 캠프,돈암1동주민센터,"1. 일시 : 2018. 6~ 2018.12
2. 장소 : 돈암1동주민센터  
3. 대상: 성북구 거주, 인근 대학교 재학중인 대학생 및 동아리
4. 내용:  돈암1동 저소득가정(한부모, 다문화, 조손가정 등) 초등학생 학습도우미or 학습멘토
    - 국어, 독서, 영어, 수학, 미술, 음악 등
    - 지역아동센터, 그룹홈, 개인 등 학습지도 자원봉사활동
    - 자라나는 학생들의 학업멘토를 통해 의미있는 자원봉사
5. 활동 인정시간: 2시간 
6. 신청방법: 1365 사이트 내 봉사 신청 
7. 문의: 돈암1동 주민센터 (02-2241-5142,5145)
※ 1.봉사활동시간은 대상아동과 협의!
    2.최소 매주 1번 1시간 이상 가능해야함.
    3.최소 3개월 이상 장기자원봉사자 우대.",20180516,20180901,20180601 ~ 20180901,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,서울특별시,성북구,서울특별시 성북구 정릉로 394 돈암1동주민센터,37.603371100000004,127.026357
2076,어린이자료실에서 책 정리를 도와주실 봉사자를 모집합니다.,강릉교육문화관,1층 어린이자료실,"★ 8월 8일 ~ 9일 독서교실 프로그램 수업 보조 봉사자 구합니다. 
강사선생님의 글쓰기, 만들기, 발표 지도를 아이들이 잘 따를 수 있도록 보조해주세요. ★

★ 못 오는 분은 꼭 !! 전화해서 취소해주세요 ★



봉사 1)

강릉교육문화관 어린이자료실에서 책 정리를 도와주실 봉사자를 모집합니다. 

1. 대상: 고등학생, 대학생 
2. 내용: 반납자료 제자리에 꽂기, 책 나르기, 서가 도서 배열하기
3. 장소: 강릉교육문화관 1층 어린이자료실(노암등길 37-1, 교육청 옆 건물) 
4. 일정: 14:00-18:00사이 본인이 2시간 이상 봉사시간 선택 (시스템상으로는 구체적인 시간선택이 불가합니다. 봉사당일에 직접 오셔서 말씀해주세요.) 

※ 1365 홈페이지에서만 자원봉사 등록이 가능하며 전화로 예약할 수 없습니다. 
접수를 하면 따로 문자가 가거나 연락을 드리지 않습니다. 일정 조율이 필요할 경우에만 연락을 드립니다.
날짜 클릭이 되서 신청을 했으면 별도 연락없이 그냥 그 날짜에 오시면 되요^^

※ 사정상 참여하지 못하실 경우 다른 봉사지원대기자를 위하여 반드시 전화로 취소해주세요. 640-9943



봉사 2) 

9월부터 12월 초까지 매주 수요일 오전 10:50~11:30 유치원 대상 책 읽어주기, 만들기 지도 봉사하실 분 모집합니다. 
읽어줄 책은 자율적으로 1~2권 고르시면 되고 만들기는 반제로 된 간단한 왕관이나 목걸이 등입니다. 봉사시간 2시간 입력. 

봉사 2는 전화로만 신청 받습니다. 문의 및 신청은 640-9493으로 전화주세요. 
",20180529,20180901,20180601 ~ 20180901,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,강원도,강릉시,강원도 강릉시 노암동 37-1번지,37.74336829999999,128.9108923
2077,초중고 청소년 학습지도 및 멘토링,신풍숲작은도서관,군산시 군중길 19 신풍숲작은도서관(군산중학교 앞),"도서관 도서분류, 도서관 환경정리, 초등학생 학습지도, 중고생 맨토링, 예체능 재능기부",20180526,20180901,20180603 ~ 20180902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,전라북도,군산시,전라북도 군산시  군중길 19 신풍숲작은도서관,35.976271999999994,126.70206270000001
2078,어르신 급식 보조지원(오전),백세데이케어센터,백세데이케어센터 내 수라간,"법정 공휴일은 운영을 하지 않는 관계로 지원을 받지 않습니다.
백세데이케어센터는 노인성 질환(치매, 뇌졸증)을 가진 어르신들을 모시고 생활하는 데이케어센터입니다 
 센터 내 어르신들의 급식 보조지원으로 참여해 주실 자원봉사자를 아래와 같이 모집합니다. 
ㅇ 봉사명 : 어르신 급식 보조지원 
 ㅇ 봉사내용 : 주로 급식준비 보조 및 정리정돈(설거지)으로 어르신들의 식사준비에 도움을 드리는 활동입니다. 
ㅇ 봉사일시 : 2018.06.11~ 2018.09.09 / 월~토 : 11시00분~13시00분 
 ㅇ 모집인원 : 1명 ㅇ 성인대상으로 지원 가능합니다. 
ㅇ 봉사 일정 변경은 상담후 가능합니다. ",20180530,20180901,20180611 ~ 20180909,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,서울특별시,노원구,서울특별시 노원구  동일로 1308 3층 301호(중계동 정안프라자),37.646697499999995,127.0657247
2079,어르신 급식 보조지원(오후),백세데이케어센터,백세데이케어센터 내 수라간,"법정 공휴일은 운영을 하지 않는 관계로 지원을 받지 않습니다.
백세데이케어센터는 노인성 질환(치매, 뇌졸증)을 가진 어르신들을 모시고 생활하는 데이케어센터입니다 
센터 내 어르신들의 급식 보조지원으로 참여해 주실 자원봉사자를 아래와 같이 모집합니다. 
ㅇ 봉사명 : 어르신 급식 보조지원 
ㅇ 봉사내용 : 주로 급식준비 보조 및 정리정돈(설거지)으로 어르신들의 식사준비에 도움을 드리는 활동입니다. 
ㅇ 봉사일시 : 2018.06.11~ 2018.09.09 / 월~토 : 16시00분~18시00분 
ㅇ 모집인원 : 1명 ㅇ 성인대상으로 지원 가능합니다. 
ㅇ 봉사 일정 변경은 상담후 가능합니다",20180530,20180901,20180611 ~ 20180909,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,서울특별시,노원구,서울특별시 노원구  동일로 1308 3층 301호(중계동 정안프라자),37.646697499999995,127.0657247
2080,재능나눔(공연활동),백세데이케어센터,백세데이케어센터내 생활관,"※ 봉사인정 시간은 실제 공연시간과 리허설시간을 포함해서 공연마다 다를수 있습니다.
※ 재능봉사 신청 전 반드시 담당자와 상담 후 일정을 조율하여 진행합니다. 
※ 사회공헌활동으로 어르신들을 위한 다양한 프로그램 자격증이 있으신 분들 환영합니다.
○ 봉사명 : 재능나눔(공연활동)
○ 봉사내용 : 노래,댄스,민요,악기연주,마술,미술활동,종이접기 등 1시간 공연을 준비하여 어르신들에게 즐거움을 드리는 재능나눔 봉사활동입니다. (성의있는 공연준비 필요)
○ 봉사일시 : 2018.06.11 ~ 2018.09.09 / 토~일 : 11시~12시 / 14시~15시 / 15:30~16:30 / 평일 ※ 꼭 상담 후 결정
○ 모집인원 : 3명이상~20명(상담 후 진행) 
○ 문의 : 02)978-0011 담당자:박장순 (평일:09~18시 문의 가능합니다) ",20180530,20180901,20180611 ~ 20180909,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,서울특별시,노원구,서울특별시 노원구  동일로 1308 3층 301호(중계동 정안프라자),37.646697499999995,127.0657247
2081,산악사고 예방활동 자원봉사자 모집,김제소방서,모악산 등 김제 관내 등산수요가 많은산,"1. 모집기간 : 연중 
2. 모집인원 : 1일 10명 이내 
3. 모집대상 : 중, 고, 대학생(남여구분 없음) / * 특히, 중고등학생은 2인 1조 이상 필수 
4. 준 비 물 : 활동복, 운동화 / 도시락, 음료수(자체 해결)
5. 활동지역 : 모악산 등 김제관내 등산 수요가 많은 산 
6. 활동내용 : 산악사고 위험지역 예찰활동, 위험요소 제거, 안내표지판 등 시설점검 - 산행 중 응급환자 응급처치 및119구조대 현장 지원활동 - 산악사고 예방 홍보활동 
7. 활동절차 : 김제소방서(1층교동119안전센터) 방문하여 교육 수료 후(1시간 이내) 장비 및 홍보물을 수령하여 모악산등 관내 산으로 이동(※이동수단 자체해결※), 활동 사진 촬영 후 김제소방서 복귀하여 사진 제출 및 장비 등 반납 
8. 문      의: 010-2639-2626 ",20180601,20180901,20180601 ~ 20180901,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,전라북도,김제시,전라북도 김제시 벽성로 278 김제소방서,35.798874700000006,126.87020190000001
2082,(전주소리문화관) 상설공연 진행보조,전주소리문화관,전주소리문화관,"전주소리문화관 상설공연 
티켓팅 보조, 관람객 안내 등 진행 보조업무
일요일 오전 10시 ~ 오후 1시

※미성년자 신청은 반려되오니 참고 부탁드립니다 ^^",20180601,20180901,20180603 ~ 20180902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,전라북도,전주시,전라북도 전주시 완산구  한지길 56 소리문화관,35.817161,127.1535752
2083,안산조은재활요양병원-이미용 봉사활동,안산조은재활요양병원,안산조은재활요양병원,"저희 안산재활요양병원에서는 입원환자를 대상으로 이미용 봉사활동을 도와주실 봉사자분들을 모시고 있습니다.

1. 봉사일시: 추후 협의 (월 1회, 일 2시간 진행 요망 / 정기적으로 활동 가능하신 요일로 추후 협의예정)
2. 봉사시간: 10:00 ~ 12:00 
3. 봉사내용: 원내 환자분들을 대상으로 한 이미용 봉사활동
4. 봉사장소: 안산조은재활요양병원 내 휴게실
5. 봉사인원: 3명
6. 기타사항: 1365 봉사활동 실적등록, 점심식사 및 간식 제공",20180601,20180901,20180601 ~ 20180901,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,경기도,안산시,경기도 안산시 단원구 광덕4로 180 부원프라자 3F,37.315039899999995,126.82820120000001
2084,"(재)한국전통문화전당 자원봉사 활동- 한지, 공예, 한식체험 활동 보조(대학생 이상)",재단법인 한국전통문화전당,(재)한국전통문화전당 내,"-한국전통문화전당 상시 체험, 교육 보조
 (한지, 공예, 한식분야 등)
-행정업무 보조
* 봉사활동은 봉사승인문자 및 전화로 연락 진행하오니, 승인자에 한해 봉사 가능 합니다.",20180605,20180901,20180616 ~ 20180908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,전라북도,전주시,전라북도 전주시 완산구 현무1길 20 ,35.8211935,127.14754609999999
2085,장애인 보호작업장 자원봉사,고양시정신건강복지센터,파주시 금촌동 중앙로 308 현대타워 301호(굳잡스),"정신장애인의 직업재활을 위해 운영되는 보호작업장에서 함께 도와주실 자원봉사자 선생님을 모십니다.


-일시: 월~금 13:00~17:00 사이(봉사시간 유연하게 협의가능)
-장소: 파주시 금촌동 중앙로 308 현대타워 301호(굳잡스)
-내용: 장애인과 함께 노트, 편지지 등 포장작업 등

*봉사신청 시 담당자에게 꼭 전화 부탁드립니다.？",20180702,20180901,20180702 ~ 20181001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,경기도,고양시,경기도 고양시 덕양구 고양시청로 13-6 현대빌딩 2층,37.657157,126.8318583
2086,클라리넷 강의 및 지도,꿈꾸는지역아동센터,꿈꾸는지역아동센터,"초등학생과 중학생 아이들에게 클라리넷을 가르쳐주실수 있는 분을 모집합니다. 월요일부터 금요일까지 오후 시간대에 가능하신분, 삼개월 이상 가능하신분 꼭 전화주시길 바랍니다.",20180629,20180901,20180702 ~ 20181001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,송파구,서울특별시 송파구 동남로 280 성진빌딩 4층,37.50036970000001,127.13695590000002
2087,사단법인 빅드림 행정사무 보조와 웹디자인 자원활동가를 모집합니다.,사단법인 빅드림,여의도 동화빌딩 7층,"일시 : 매주 월, 화, 수, 목, 금,(오전 9시~ 18시) (요일 및 시간 선택 가능/ 최소 2시간 이상) 
장소 : 사단법인 빅드림 사무실(여의도역 4분출구 10분거리: 프리드라이프 건물 7층; 건물에 프리드라이프 옆 간판 있음.)
내용 : 9시~18시 사무행정지원(청소년프로그램 운영지원, 행정 및 사무업무, 프로그램 홍보, 
웹포스터 수정 및 제작 가능자(포토샵.일러스트 능숙)
요건: 한글, 엑셀, ppt 숙련자우대

(매주 월화수목금 필참이 아닌 1주일에 1번~2번 이상 꾸준히 오실 수 있는 자원봉사자를 모집합니다. 많은 참여 바랍니다.)
담당자 연락처 010-9139-3615
",20180706,20180901,20180706 ~ 20180906,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,영등포구,서울특별시 영등포구  여의나루로 71 동화빌딩 7층 701호 사단법인 빅드림,37.5237446,126.92686499999999
2088,경로식당 조리 및 배식봉사(담당자와 통화 후 활동 가능),마천종합사회복지관,마천종합사회복지관,"1. 일    시 : 2018년 상시, 09:00 ~ 12:00  
2. 장    소 : 복지관 경로식당
3. 모집인원 : 10명
4. 활동내용 : 조리봉사-조리업무 보조(09:00~13:00)
                   배식봉사-경로식당 식사배식 서비스(10:00~12:00)
5. 문의사항 : 차세영사회복지사 ☎ 070-7772-5967 (담당자와 통화 후 활동 가능)",20180711,20180901,20180711 ~ 20180929,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,송파구,서울특별시 송파구 마천로65길 4 마천종합사회복지관,37.4917283,127.15562479999998
2089,성인발달장애인 교육활동지원 자원봉사자 모집(대학생 이상),희망해장애인주간보호센터,희망해장애인주간보호센터,"성인 발달장애인의 교육활동지원을(음악, 미술, 악기, 문예활동 등) 해주실
자원봉사자를 모집하고 있습니다.
관심있으신 분들의 신청 바랍니다

 활동일시 : 10:00~16:00(주중 매일)

 활동장소 : 희망해장애인주간보호센터

 활동내용 : 성인 발달장애인 교육 활동 프로그램 지도

 활동인원 : 1~2명(성별 무관, 관련 전공자 우대)

 신청문의 : 사회복지사 강영서 063)229-6625

◈ 많은 신청 바라며, 신청 시 전화확인 부탁드립니다 (전화확인이 없는경우 신청확정이 되지 않습니다.)",20180712,20180901,20180712 ~ 20180912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,전라북도,전주시,전라북도 전주시 완산구 안행7길 13 1층 (희망해장애인주간보호센터),35.802417299999995,127.1339622
2090,"안녕, 대구! 자원봉사와 함께! 대규모 자원봉사 플래시몹 자원봉사활동 모집",대구광역시,동대구역 광장,"1. 일시 : 2018. 9. 1(토) 15:00 ~ 20:00
2. 장소 : 동대구역 광장
3. 내용 : 자원봉사홍보캠페인 간 자원봉사플래시몹 실시 
4. 문의 : 대구광역시자원봉사센터 담당 나영수 803-6072

* 플래시몹 연습 신청 : https://goo.gl/forms/XkLNtY0YdDcplHUw2 
* 플래시몹 사전 연습에 참여해주셔야 당일 활동이 더 수월하오니 위의 링크로 접속하셔서 일정 확인후 신청 꼭 부탁드립니다.",20180724,20180901,20180821 ~ 20180901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,대구광역시,,대구광역시 달서구 성당로 291 3층,35.8584293,128.57413789999998
2091,(오후)어린이 물놀이장 운영을 위한 자원봉사자를 모집합니다.,동구청,동구청 광장,"기      간 : 2018.08.01(수)~2018.09.02(일) 10:00~17:00
점심시간 : 12시 ~13시 휴장/45분 사용, 15분 휴식
장      소 : 동구청 광장 내
대      상 : 유아(7세이상) 및 초등학생 **7세 유아는 필히 구명조끼 지참
내      용 : 사작풀장(9.8m x 7.2m x 90cm) 이용객 안내 및 관리요원
협조 요청 : 1일 10명 4시간 (오전, 오후) 자원봉사자 모집합니다.
                (오전 : 09:30~13:30 , 오후 13:00~17:00 )
문의처 : 김순영 440 -4162",20180725,20180901,20180801 ~ 20180902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,부산광역시,동구,동구 구청로 1,35.129335,129.0454233
2092,(오전)어린이 물놀이장 운영을 위한 자원봉사자를 모집합니다.,동구청,동구청 광장 내,"기      간 : 2018.08.01(수)~2018.09.02(일) 10:00~17:00
점심시간 : 12시 ~13시 휴장/45분 사용, 15분 휴식
장      소 : 동구청 광장 내
대      상 : 유아(7세이상) 및 초등학생 **7세 유아는 필히 구명조끼 지참
내      용 : 사작풀장(9.8m x 7.2m x 90cm) 이용객 안내 및 관리요원
협조 요청 : 1일 10명 4시간 (오전, 오후) 자원봉사자 모집합니다.
                (오전 : 09:30~13:30 , 오후 13:00~17:00 )
문의처 : 김순영 440 -4162",20180725,20180901,20180801 ~ 20180902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,부산광역시,동구,동구 구청로 1,35.129335,129.0454233
2093,2018 국제연안정화의 날 전국 바다대청소 자원봉사 2,동아시아바다공동체 오션,"바닷가, 강가, 공원, 길거리, 수중, 수상 등 쓰레기를 주울 수 있는 곳 어디서나 가능","은 매년 9월 전세계의 자원봉사자들이 바다쓰레기를 줄이기 위해 자기 주변의 쓰레기를 줍고 기록하는 행사로, 단체나 2인 이상 팀(이하 참가팀)이면 누구나 다음 절차에 따라 참여가능. 1)일시/장소/규모 결정 2)참가팀 신청서 접수 3)쓰레기 수거/조사카드 작성 동시 진행 4)행사 시작/끝 시각 확인할 수 있는 (단체)사진촬영 5)행사 후 실제 행사 참가자 명부 송부 *'활동사진(수거 쓰레기 사진포함)/참가자 명부/1장으로 요약된 조사카드'를 모두 보내주셔야 봉사가 인정(1일 최대 4시간)되고 승인 확정. ** 자세한 사항은 아래 링크에서 ""꼭"" 확인하세요. http://cafe.naver.com/osean/2239 (복사후 붙이기)",20180603,20180902,20180603 ~ 20180902,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,경상남도,통영시,경상남도 통영시 광도면 죽림4로 23-96 리더스빌 717호,34.8854748,128.4180781
2094,지역아동( 학습.악기.동화) 도우미,늘푸른작은도서관,늘푸른 작은도서관 -능주면 학포로 2235-3,지역아동( 학습.악기.동화) 도우미,20180604,20180902,20180604 ~ 20180903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,전라남도,화순군,전라남도 화순군 능주면 학포로 2235-3  ,35.001160799999994,126.95838119999999
2095,비영리 민간단체 구조 및 응급처치 행정업무 보조 봉사활동,한국라이프세이빙소사이어티,한국 라이프세이빙 소사이어티 서울본부 (영등포구 선유로 49길 23 IS비즈타워2차 1505호),"LSK, 한국 라이프세이빙 소사이어티는 1891년 영국에서 창설된 라이프세이빙 소사이어티를 모태로 2008년 국내에 설립된 기관으로 익사예방 및 생활 안전을 도모하기 위한 연구, 조사 및 교육, 홍보를 수행하는 비영리 기관입니다. LSK, 한국 라이프세이빙 소사이어티는 아래와 같이 구조 및 응급처치 교육관련 행정업무 자원봉사원을 모집합니다. 
- 아 래 - 
1. 일시 : 2018. 7. 2 ~ 9. 2 (09:00 ~ 18:00 중 4시간 시간협의가능) 
2. 장소 : 한국 라이프세이빙 소사이어티 서울본부 (영등포구 선유로 49길 23 IS비즈타워2차 1505호) 
3. 내용 ① 비영리민간단체 구조 및 응급처치 교육 전후 발생하는 행정업무 보조 (교육평가 통계자료 산출, 문서취합 및 분류) 
          ② 비영리민간단체 구조 및 응급처치 교육 전후 교육장비의 점검과 준비 (실습마네킨 점검 및 세척, 교육소모품 수량파악) 
4. 문의 : (02)720-7145 (담당자 : 김태근) ◆◆ 반드시 '전화'로 봉사가능시간 확인 후 오세요. [승인] 처리 안되었는데 오시면 봉사활동을 하지 못하고, 부득이하게 그냥 돌아가셔야 할 수 도 있습니다. ◆◆",20180702,20180902,20180702 ~ 20180902,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,영등포구,서울특별시 영등포구  선유로 49 길 23 IS비즈타워2차 1505호,37.5365153,126.8953068
2096,마포FC 가족순찰대 봉사활동,서울마포경찰서,마포구 전 지역,"- 마포 지역 주민 중 '가족순찰대' 참여를 희망하는 가족 선발
- 탄력순찰 장소를 주민과 함께 돌아봄으로써 주민들의 의견을 직접 듣고 이를 통하여 탄력순찰의 효율성 제고
- 지역 주민이 요청하는 탄력순찰 지역과 지리적프로파일링 위험지역 등 주민불안지역 합동순찰",20180702,20180902,20180702 ~ 20180902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,마포구,서울특별시 마포구 마포대로 183 (아현동),37.550720399999996,126.9542358
2097,광명업사이클아트센터 주말 야간 전시장 관리,광명업사이클아트센터,광명업사이클아트센터 전시장,"광명업사이클아트센터 주말 야간 전시장 관리 
1. 전시장 관람객 안내
2. 전시장 안전관리 및 작품 보호
3. 전시장 및 화장실 청소 
* 18시~21시(3시간) 매주 토,일 활동 합니다.
* 야간근무라서 자원봉사 신청은 성인만 가능하며, 청소년 신청시 사전 연락없이 반려처리 될 수 있습니다. ",20180710,20180902,20180714 ~ 20180902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,경기도,광명시,경기도 광명시  가학로85번길 142 광명업사이클아트센터,37.4251755,126.86444820000001
2098,(주말성인오전)2018년 8월 주엽어린이도서관 서가정리,고양시립주엽어린이도서관,주엽어린이도서관,". 기관명 : 주엽어린이도서관
2. 일시 : 2018.8.11.~ 2018. 9.2(토,일) 9 : 00 ~ 13 : 00 (4시간) 
3. 활동내용 : 서가정리 및 도서분류 
4. 모집인원 1명
5. 자격조건 : 만19세이상 만 60세이하 민법상 성인
6. 장소 : 주엽어린이도서관(경기도 고양시 일산서구 주엽로 104) 
7. 문의 : 031-8075-9164

※자원봉사기초교육수강 권장(고양시자원봉사센터 홈페이지에서 시청가능)
※일일 오전/오후 중 1회만 신청가능 
※주엽어린이도서관내 성인 주말 자원봉사는 월3회까지 신청 가능.
※4회이상 신청 시 늦은 날짜부터 활동 취소처리 합니다.
※일일 오전/오후 중 1회만 신청가능 
※무단불참석 또는 불성실한 활동시 봉사활동시간 미인정되며, 차후 봉사활동  신청은 반려처리됩니다. 
※봉사 시작 전/후, 1층자료실에 비치된 출석부에 꼭 서명 바랍니다.미 기재 시 봉사시간 인정 안 됨)
※활동승인 후 개별연락하지 않으니 1365사이트에서 승인여부 확인바람

※승인전 취소 : 1365자원봉사사이트에서 개별 취소 
※승인후 취소 : 신청일  최소 2일전 유선연락요망(031-8075-9164)

",20180801,20180902,20180804 ~ 20180902,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,경기도,고양시,경기도 고양시 일산서구 주엽로 104 주엽어린이도서관,37.671144299999995,126.75863570000001
2099,(주말성인오후)2018년 8월 주엽어린이도서관 서가정리,고양시립주엽어린이도서관,주엽어린이도서관,"1. 기관명 : 주엽어린이도서관 
2.일시 :02018.8.4~ 2018.9. 2. (토,일) 14 : 00 ~ 18 : 00 (4시간)
3. 활동내용 : 서가정리 및 도서분류 
4. 모집인원 3명 
5. 자격조건 :만19세이상 만 60세이하 민법상 성인
6. 장소 : 주엽어린이도서관(경기도 고양시 일산서구 주엽로 104) 
7. 문의 : 031-8075-9164
 
※자원봉사기초교육수강 권장(고양시자원봉사센터 홈페이지에서 시청가능)
※일일 오전/오후 중 1회만 신청가능 
※주엽어린이도서관내 성인 주말 자원 봉사는 월3회까지 신청 가능.(횟수 초과시 늦은 날짜부터 반려처리함)
※일일 오전/오후 중 1회만 신청가능 
※무단불참석 또는 불성실한 활동시 봉사활동시간 미인정되며, 차후 봉사활동  신청은 반려처리됩니다. 
※봉사 시작 전/후, 1층자료실에 비치된 출석부에 꼭 서명 바람(미 기재 시 봉사시간 인정 안 됨)
※활동승인 후 개별연락하지 않으니 1365사이트에서 승인여부 확인바람

※승인전 취소 : 1365자원봉사사이트에서 개별 취소 
※승인후 취소 : 신청일  최소 2일전 유선연락요망(031-8075-9164)

",20180801,20180902,20180804 ~ 20180902,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,경기도,고양시,경기도 고양시 일산서구 주엽로 104 주엽어린이도서관,37.671144299999995,126.75863570000001
2100,"[신석도서관] 9, 10월 주말 오전 자원봉사자 모집",신석도서관,신석도서관,"1. 봉사일시 : 2018.9.1(토) ~ 12.30(일). 매주 토,일 10:00~13:00(3시간) 
2. 봉사내용 : 열람도서 정리, 잘못 비치된 도서 정리, 서가청소, 이용자 안내 등 
3. 실적입력 : 봉사활동 확인서는 1365자원봉사포털에서 발급가능합니다. 활동내역 확인 및 승인절차로 수일이 소요될 수 있습니다. 
- 무단 불참 2회 이상 시 추후 봉사활동 신청이 불가합니다. (지각 2회 = 불참 1회) 
- ①매주 월요일 ②일요일을 제외한 법정공휴일(일요일과 공휴일이 겹치는 경우 휴관) ③특별한 사유로 구청장의 승인을 득한 경우(장서점검 및 시설유지 보수 등)에는 도서관 휴관일로 봉사활동이 없습니다.",20180801,20180902,20180901 ~ 20181031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,인천광역시,서구,인천광역시 서구 염곡로 299 신석도서관,37.511681599999996,126.6681031
2101,"[신석도서관] 9, 10월 주말 오후 자원봉사자 모집",신석도서관,신석도서관,"1. 봉사일시 : 2018.9.1(토) ~ 12.30(일). 매주 토,일 14:00~17:00(3시간) 
2. 봉사내용 : 열람도서 정리, 잘못 비치된 도서 정리, 서가청소, 이용자 안내 등 
3. 실적입력 : 봉사활동 확인서는 1365자원봉사포털에서 발급가능합니다. 활동내역 확인 및 승인절차로 수일이 소요될 수 있습니다. 
- 무단 불참 2회 이상 시 추후 봉사활동 신청이 불가합니다. (지각 2회 = 불참 1회) 
- ①매주 월요일 ②일요일을 제외한 법정공휴일(일요일과 공휴일이 겹치는 경우 휴관) ③특별한 사유로 구청장의 승인을 득한 경우(장서점검 및 시설유지 보수 등)에는 도서관 휴관일로 봉사활동이 없습니다.",20180801,20180902,20180901 ~ 20181028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,인천광역시,서구,인천광역시 서구 염곡로 299 신석도서관,37.511681599999996,126.6681031
