,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
134,5월 가정의달 행사,송파문화원,석촌호수 서호(서울놀이마당),1.일시:2018.05.05(토)~06(일) 14:00~20:002.장소:서울놀이마당3.내용:전통문화체험 부스 운영(전래놀이 수공예 페이스페인팅)*본 봉사활동은 송파문화봉사단이 운영하며 일반행사 활동이 아니오니 신청시 유의하시기 바랍니다.,20180511,20180511,20180505 ~ 20180506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,Seoul,Songpa-gu,"47 Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",37.509032,127.0978257
135,2018 양산팔경 금강 둘레길 걷기축지 활동봉사자 모집.(5/12),충북영동군체육회,영동군 양산면 송호관광지,"영동의 수려한 금강을 활용하여 개발한 친환경적인 둘레길 체험을 위한 ""2018 양산팔경금강둘레길 걷기축제""를 개최함에있어 원활한 진행을 위해 활동봉사자분들을 모집합니다. 봉사자분들의 많은 참여부탁드립니다.활동장소 : 영동군 양산면 송호관광지활동기간 : 5월12일(당일)활동시간 : 10:00 ~ 17:00모집인원 : 30명",20180511,20180511,20180512 ~ 20180512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Songho-ro,Yangsan-myeon,"South Korea, Chungcheongbuk-do, Yeongdong, Yangsan-myeon, Songho-ro, 105 송호국민관광지야영장",36.1309435,127.6761086
136,어르신 대상 공연 및 인지 신체기능 자원봉사 모집합니다.!,중앙재가노인복지센터,중앙재가노인복지센터,많은 관심 바랍니다.,20180503,20180517,20180502 ~ 20190502,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Gyeonggi-do,Suwon-si,"Omokcheon-dong, Gwonseon-gu, Suwon-si, Gyeonggi-do, South Korea",37.2320335,126.9786081
137,서초구체육회 2018 유소년 축구리그 서초구지역리그 봉사활동 모집 공고,서초구체육회,양재근린공원 축구장,일시: 2018년 5월 13일 (일) 09:00-12:00장소: 양재근린공원 축구장 내시간: 09:00-12:00내용: 서초구체육회 2018 유소년 축구리그 서초구지역리그경기시간 중 에어바운스 안전 보조문의: 서초구체육회 02-576-8873이민구 010-2696-2798온라인 접수 후 유선연락 바랍니다.,20180503,20180517,20180513 ~ 20180513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Seocho-gu,"South Korea, Seoul, Seocho-gu, 양재동 311 양재근린공원",37.4716678,127.0427486
138,생활문화센터 행정 및 사무관리,동두천생활문화센터,동두천생활문화센터,생활문화센터 행정 및 사무관리 자원봉사자 모집,20180503,20180517,20180501 ~ 20180523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gyeonggi-do,Dongducheon,"722-1 Jihaeng-dong, Dongducheon, Gyeonggi-do, South Korea",37.890802,127.053175
139,해피송파투어,송파문화원,리틀짐 어린이집 / 송파리틀집 어린이집,1. 일시 : 2018. 5. 2(수) 10:00 ~ 13:002. 장소 : 리틀짐 어린이집 / 송파리틀집 어린이집3. 내용 : 송파구 역사.문화 체험(송파구 역사.문화 및 수막새 설명 후 수막새 문양 만들기 색칠하기 등)* 본 봉사활동은 송파문화봉사단이 운영하며 일반 봉사활동이 아니오니 신청 시 유의하기시 바랍니다.,20180503,20180517,20180502 ~ 20180502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Seoul,Songpa-gu,"141-6 Songpa 1(il)-dong, Songpa-gu, Seoul, South Korea",37.5091554,127.1133468
140,제18회 서울국제뉴미디어페스티벌(NeMaf) 뉴미디어루키(자원활동가) 모집(-6.24마감),(사)대안영상문화발전소 아이공,홍대(마포) 인근 전시장 및 종로 상영관,“뉴미디어대안영화제 한국유일의 대안영화 탈장르 미디어아트 축제”제18회 서울국제뉴미디어페스티벌(NeMaf) 뉴미디어루키(자원활동가) 모집(-6.24마감)국내 유일의 대안 영상 및 미디어아트 축제 서울국제뉴미디어페스티벌에서 뉴미디어루키를 모집합니다. 뜨거운 여름 열정과 패기로 네마프(NeMaf) 행사현장을 누비며 축제를 만들어 갈 마음이 있는 분이시라면 망설이지 말고 두려워하지 말고 지원해주시기 바랍니다.지원방법｜온라인 지원신청 https://goo.gl/forms/7a2D2Fk4xWF4wMgN2모집요강모집기간｜2018년 4월 30일(월) - 2018년 6월 24일(일)모집대상｜· 대안 영상 전시 등 소수자 시각의 탈장르 작품에 열정을 가진 사람· 행사기간 동안 뉴미디어루키로서 책임감을 가지고 성실히 전일/종일 활동가능한 사람· 만 18세 이상으로 한국어로 의사소통이 가능한 사람(외국인 지원 가능)모집분야｜· 모집분야｜기획운영팀 프로그램팀 홍보팀 현장기록팀 전시팀 기술팀· 기획운영팀｜안내데스크 ID카드데스크 기념품/티켓부스 상영관 운영 및 관리 관객이벤트 및부대행사 지원 자원활동 운영· 프로그램팀｜국내외 게스트 수행 심포지엄 진행 GT 진행 관객투표 관객심사단 운영(영어 일어 중국어 네델란드어 우대)· 홍보팀｜웹데일리 제작 취재 및 인터뷰 온오프라인 홍보(작품 감상 후 글쓰기 좋아하는 분 우대)· 현장기록팀｜사진 및 영상촬영(개인장비 소지자 우대)· 전시팀｜전시장 운영 및 관리 전시작품 관리 도슨트 진행(관객들 앞에서 작품해설을 할 수 있는 능력자 우대)· 기술팀｜자막제작 영사 등 기술업무 보조(프리미어 파이널컷 사용자 우대)지원방법｜온라인 지원신청 https://goo.gl/forms/7a2D2Fk4xWF4wMgN2지원일정｜· 서류발표 : 2018.6.26.(화)- 서류합격자 홈페이지 공지 및 개별 문자 이메일 연락· 인 터 뷰 : 2018.6.29.(금) - 7월 6일(금)- 인터뷰 일정 홈페이지 공지 및 개별 문자 이메일 연락· 최종발표 : 2018.7.9.(월)- 최종합격자 홈페이지 공지 및 개별 문자 이메일 연락활동장소｜· 사전활동 : 네마프 영화제 사무국(홍대 및 남가좌동)· 행사기간 : 네마프 행사장 일대(마포구 일대)활동일정｜· 팀별교육 : 2018.7.23.(월) - 8.10.(금)- 기간 내 2회 진행 예정(분야별 교육 일정이 다릅니다.)· 전체교육 및 발대식 : 2018.8.3.(금)· 행사기간 : 2018.8.15.(수) - 24.(금)· 해 단 식 : 2018.8.28.(화)지원사항｜· 활동기간 내 소정의 활동비 지급· 자원활동가 유니폼 ID카드 메인 카탈로그 등 기념품 지급· 자원활동가 참여증서 지급· 요청자에 한해 학교 및 직장으로 협조공문 발송· 우수자원활동가 시상문의· 전화 02-337-2870· 이메일 plan@igong.org,20180503,20180517,20180815 ~ 20180824,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Seoul,Mapo-gu,"153 Yanghwa-ro, Seogyo-dong, Mapo-gu, Seoul, South Korea",37.5564405,126.9226104
141,<2018 이화동마을박물관_마음이 머무르는 이화동> 진행전반의 보조,쇳대박물관,이화동마을 박물관,쇳대박물관 2018년도 기획<2018 이화동마을박물관_마음이 머무르는 이화동>전에서 문화자원봉사자를 모집합니다. 전시장 내 질서유지와 원활한 관람 환경을 조성에 일조함으로써 문화예술 관람문화의 선진화에 이바지할 분들의 많은 지원 바랍니다.■ 봉사 내용<2018 이화동마을박물관_마음이 머무르는 이화동>진행 전반의 보조- 관람객 안내 및 전시 설명 작품 지킴이- 각종 행사 및 프로그램 진행 시 지원- 기타 박물관 업무와 관련한 봉사■ 활동 기간- 2018년 6월 1일 ~ 6월 30일 오전 10시 ~ 오후 5시(1회 4시간이상 가능자 주말만 참여해도 됨전시 종료 후 협의를 거쳐 쇳대박물관 및 이화동마을박물관의 도슨트로 활동 가능)■ 모집 대상- 연령 : 학생 및 성인 남녀- 문화예술에 관심 있는 누구나 (전공 관련 자격 및 경력 요건 불요)- 적극적이며 책임감이 강하신 분- 하루 4시간 이상 활동 가능하신 분■ 우대 사항- 인근 거주자- 문화예술 관련 전공자- 전시 기간 내 장기 참여 가능자■ 접수 기간- 접수 마감 : 2018년 5월 12일(토)- 1차 합격자 통보 : 2018년 5월 15일(화)- 최종 합격자 발표 : 2018년 5월 19일(토)■ 접수 방법- 온라인 접수 : choiga123@hanmail.net(*이메일 제목에 ‘문화자원봉사자 신청_이름’기입)- 제출서류: 지원서(별도 양식 없이 A4 1장 이내로 지원동기를 자유롭게 작성)(연락처 활동 가능 날짜 및 시간 기입 필수)■ 활동자 혜택1. 자원봉사자 활동증명서 발급 (문화품앗e)※ 활동기간 중 갑작스레 활동을 그만두게 될 경우 경력증명서는 지급되지 않습니다.2. 마을박물관 내 카페 <개뿔> 10% 할인 적용3. 소정의 활동비 지급(차비 및 식대)■ 문의 및 신청쇳대박물관 문화자원봉사자 모집 담당02-766-6494 / choiga123@hanmail.net서울시 종로구 동숭동 187-8 / 종로구 이화장길 100,20180503,20180517,20180601 ~ 20180630,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Jongno-gu,"100 Ihwajang-gil, Ihwa-dong, Jongno-gu, Seoul, South Korea",37.579769,127.004599
142,도서관 서가정리와 라벨 작업,가정동 작은도서관,가정동 작은도서관,도서관 서가를 정리하는 일과 함께책별로 라벨을 붙이는 작업을 하려고 합니다.또한 코라시스 프로그램으로 컴퓨터에 자료를 입력하는작업을 진행중에 있습니다.도움을 주실 분은 연락주시기를 바랍니다.,20180503,20180517,20180427 ~ 20180630,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Incheon,Seo-gu,"South Korea, Incheon, Seo-gu, 가정동 71-121번지 1층",37.5321006,126.6656481
143,2018 뽀송비 경일중학교 자유학기 주간 과정 대학생 교육봉사자 모집,파란물결 블루무브,경일중학교,블루무버 1기 회원 모집청년문화예술공익단체 파란물결 블루무브에서 '2018 뽀송비 자유학기 주간 과정'의 선생님으로 활동해주실 블루무버 1기 회원을 모집합니다. 중학생들에게 문예창작 실용음악 영화영상 분야의 재능과 끼를 나누어주실 대학생 여러분의 많은 지원 부탁드립니다.◆ 뽀송비란?뽀송비는 POem SONG VIdeo의 약어로써 시 노래 뮤직비디오 순의 창작 과정으로 이루어진 예술교육 프로그램입니다. 참여 학생들은 자신의 경험과 생각을 다양한 문화양식에 담아 표현해봄으로써 진로탐색과 더불어 창의력 계발 혐동심 함양 등의 경험을 쌓을 수 있습니다.* 자세히 보기: www.bluemove.or.kr/posongvi◆ 자유학기란?자유학기란 중학교에서 한 학기 동안 시험 부담 없이 진로탐색에 주력하는 학기를 말합니다. 중간·기말고사를 보지 않는 대신 토론·실습 등 체험활동 위주의 수업이 진행됩니다.* 자세히 보기(교육부 블로그): blog.naver.com/moeblog/220971060984◆ 세부 모집 정보1. 지도 내용- 뽀(POem)쌤: 시 짓기- 송(SONG)쌤: 기성곡 개사 보컬 녹음- 비(VIdeo)쌤: 뮤직비디오 촬영 및 편집* 지원 시 뽀/송/비쌤 중 원하는 분야 선택* 중학교 1학년생 대상2. 상세 일정- 서류 접수: 2018-04-27(금) ~ 2018-05-25(금)- 인터뷰 진행: 2018-05-26(토) ~ 2018-05-28(월)- 선발 결과 발표: 2018-06-05(화)- 오리엔테이션: 2018-07-06(금) 13:00 ~ 15:00- 워크샵(1): 2018-07-11(수) 13:00 ~ 16:00- 워크샵(2): 2018-07-13(금) 13:00 ~ 16:00- 수업: 8월 중순 ~ 12월 말 매주 1회씩- A팀: 수요일 14:00 ~ 16:00 신원중학교(서울 양천구)- B팀: 금요일 13:00 ~ 15:00 경일중학교(서울 성동구)- 보람나눔회: 2018-12-28(금) 16:00 ~ 18:00* 지원 시 A/B팀 중 원하는 팀 선택* 매월 2회 이상 팀 회의 참석 필수* 내부 사정에 따라 변경될 수 있음3. 지원 자격- 대학교 재학/휴학생으로 위 내용 및 일정대로 성실히 활동할 수 있는 자* 오리엔테이션 및 워크샵 참석 필수* 2학기 수강신청 시 유의 요망4. 지원 방법- 지원 페이지 접속 후 지원서 작성 대학증명서(재학/휴학/재적증명서 등 증빙 서류) 첨부하여 제출- https://www.bluemove.or.kr:451/bmrapplication* 지원 페이지 접속 시 반드시 'https' 프로토콜로 접속* 대학증명서는 이미지 파일(JPG 또는 PNG)로 첨부5. 제공 사항- 자원봉사활동확인서(1365 자원봉사포털)- 수료증 블루무브 회원 자격 네트워킹 기회6. 문의처- 전화/문자메시지: 02-3296-0613- 이메일: help@bluemove.or.kr- 카카오톡: plus.kakao.com/home/@파란물결블루무브- 네이버톡톡: talk.naver.com/WCC6QK◆ 자주 묻는 질문들Q1. 문예창작 실용음악 영화영상 전공자만 지원할 수 있나요?A1. 아닙니다. 전공과 관계없이 대학생이라면 누구나 지원할 수 있습니다.Q2. 특별이 요구되는 역량이 있나요?A2. 송쌤 비쌤에게는 아래와 같은 기술적 역량이 요구됩니다.- 송쌤: 마이크 오디오 인터페이스 미디 시퀀서를 통한 보컬 녹음이 가능해야 합니다.- 비쌤: 카메라 샷 사이즈 각도 움직임에 대한 이해가 있어야 하며 컷 편집이 가능해야 합니다.Q3. 블루무버 활동을 통해 제공받는 자원봉사활동확인서의 발급처는 어디인가요?A3. 발급처는 1365 자원봉사포털(한국중앙자원봉사센터장 직인)입니다.Q4. 자원봉사활동확인서와 수료증을 발급받기 위한 조건이 있나요?A4. 네 활동 내용이 아래의 인정 기준에 부합하지 않을 경우에는 자원봉사활동확인서 및 수료증 발급이 불가할 수 있습니다.- 워크샵: 전일 참석 시 인정- 팀 회의: 활동 사진 활동 일지 제출 시 인정- 수업: 활동 사진 활동 일지 제출 시 / 팀 회의 매월 2회 이상 참석 시 / 총 수업 시수의 90% 이상 활동 시 인정Q5. 팀 회의는 언제 얼마나 해야하나요?A5. 팀원분들끼리 의논 후 서로 맞는 시간에 모여 진행하시면 됩니다. 다만 사무국에서는 매수업 종료 직후에 진행하는 것을 권장해드립니다. 매월 최소 2회 이상 참석하셔야 하며 봉사활동 인정 시간은 1일 1회 최대 2시간입니다.Q6. 블루무버로 선발되었지만 불가피하게 오리엔테이션이나 워크샵에 불참할 경우 어떻게 되나요?A6. 미선발 처리되거나 이에 준하는 불이익이 발생할 수 있습니다. 지원 전 오리엔테이션 및 워크샵 일정을 꼭 확인해주시고 참석이 가능하신 경우에만 지원해주세요.Q7. 활동지원금은 없나요?A7. 네 아쉽지만 활동지원금은 제공해드리지 않습니다.,20180503,20180517,20180824 ~ 20181228,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Seongdong-gu,"27 Seongsuil-ro, Seongsu 1(il)-ga 1(il)-dong, Seongdong-gu, Seoul, South Korea",37.5435667,127.0483522
144,2018 뽀송비 신원중학교 자유학기 주간 과정 대학생 교육봉사자 모집,파란물결 블루무브,신원중학교,블루무버 1기 회원 모집청년문화예술공익단체 파란물결 블루무브에서 '2018 뽀송비 자유학기 주간 과정'의 선생님으로 활동해주실 블루무버 1기 회원을 모집합니다. 중학생들에게 문예창작 실용음악 영화영상 분야의 재능과 끼를 나누어주실 대학생 여러분의 많은 지원 부탁드립니다.◆ 뽀송비란?뽀송비는 POem SONG VIdeo의 약어로써 시 노래 뮤직비디오 순의 창작 과정으로 이루어진 예술교육 프로그램입니다. 참여 학생들은 자신의 경험과 생각을 다양한 문화양식에 담아 표현해봄으로써 진로탐색과 더불어 창의력 계발 혐동심 함양 등의 경험을 쌓을 수 있습니다.* 자세히 보기: www.bluemove.or.kr/posongvi◆ 자유학기란?자유학기란 중학교에서 한 학기 동안 시험 부담 없이 진로탐색에 주력하는 학기를 말합니다. 중간·기말고사를 보지 않는 대신 토론·실습 등 체험활동 위주의 수업이 진행됩니다.* 자세히 보기(교육부 블로그): blog.naver.com/moeblog/220971060984◆ 세부 모집 정보1. 지도 내용- 뽀(POem)쌤: 시 짓기- 송(SONG)쌤: 기성곡 개사 보컬 녹음- 비(VIdeo)쌤: 뮤직비디오 촬영 및 편집* 지원 시 뽀/송/비쌤 중 원하는 분야 선택* 중학교 1학년생 대상2. 상세 일정- 서류 접수: 2018-04-27(금) ~ 2018-05-25(금)- 인터뷰 진행: 2018-05-26(토) ~ 2018-05-28(월)- 선발 결과 발표: 2018-06-05(화)- 오리엔테이션: 2018-07-06(금) 13:00 ~ 15:00- 워크샵(1): 2018-07-11(수) 13:00 ~ 16:00- 워크샵(2): 2018-07-13(금) 13:00 ~ 16:00- 수업: 8월 중순 ~ 12월 말 매주 1회씩- A팀: 수요일 14:00 ~ 16:00 신원중학교(서울 양천구)- B팀: 금요일 13:00 ~ 15:00 경일중학교(서울 성동구)- 보람나눔회: 2018-12-28(금) 16:00 ~ 18:00* 지원 시 A/B팀 중 원하는 팀 선택* 매월 2회 이상 팀 회의 참석 필수* 내부 사정에 따라 변경될 수 있음3. 지원 자격- 대학교 재학/휴학생으로 위 내용 및 일정대로 성실히 활동할 수 있는 자* 오리엔테이션 및 워크샵 참석 필수* 2학기 수강신청 시 유의 요망4. 지원 방법- 지원 페이지 접속 후 지원서 작성 대학증명서(재학/휴학/재적증명서 등 증빙 서류) 첨부하여 제출- https://www.bluemove.or.kr:451/bmrapplication* 지원 페이지 접속 시 반드시 'https' 프로토콜로 접속* 대학증명서는 이미지 파일(JPG 또는 PNG)로 첨부5. 제공 사항- 자원봉사활동확인서(1365 자원봉사포털)- 수료증 블루무브 회원 자격 네트워킹 기회6. 문의처- 전화/문자메시지: 02-3296-0613- 이메일: help@bluemove.or.kr- 카카오톡: plus.kakao.com/home/@파란물결블루무브- 네이버톡톡: talk.naver.com/WCC6QK◆ 자주 묻는 질문들Q1. 문예창작 실용음악 영화영상 전공자만 지원할 수 있나요?A1. 아닙니다. 전공과 관계없이 대학생이라면 누구나 지원할 수 있습니다.Q2. 특별이 요구되는 역량이 있나요?A2. 송쌤 비쌤에게는 아래와 같은 기술적 역량이 요구됩니다.- 송쌤: 마이크 오디오 인터페이스 미디 시퀀서를 통한 보컬 녹음이 가능해야 합니다.- 비쌤: 카메라 샷 사이즈 각도 움직임에 대한 이해가 있어야 하며 컷 편집이 가능해야 합니다.Q3. 블루무버 활동을 통해 제공받는 자원봉사활동확인서의 발급처는 어디인가요?A3. 발급처는 1365 자원봉사포털(한국중앙자원봉사센터장 직인)입니다.Q4. 자원봉사활동확인서와 수료증을 발급받기 위한 조건이 있나요?A4. 네 활동 내용이 아래의 인정 기준에 부합하지 않을 경우에는 자원봉사활동확인서 및 수료증 발급이 불가할 수 있습니다.- 워크샵: 전일 참석 시 인정- 팀 회의: 활동 사진 활동 일지 제출 시 인정- 수업: 활동 사진 활동 일지 제출 시 / 팀 회의 매월 2회 이상 참석 시 / 총 수업 시수의 90% 이상 활동 시 인정Q5. 팀 회의는 언제 얼마나 해야하나요?A5. 팀원분들끼리 의논 후 서로 맞는 시간에 모여 진행하시면 됩니다. 다만 사무국에서는 매수업 종료 직후에 진행하는 것을 권장해드립니다. 매월 최소 2회 이상 참석하셔야 하며 봉사활동 인정 시간은 1일 1회 최대 2시간입니다.Q6. 블루무버로 선발되었지만 불가피하게 오리엔테이션이나 워크샵에 불참할 경우 어떻게 되나요?A6. 미선발 처리되거나 이에 준하는 불이익이 발생할 수 있습니다. 지원 전 오리엔테이션 및 워크샵 일정을 꼭 확인해주시고 참석이 가능하신 경우에만 지원해주세요.Q7. 활동지원금은 없나요?A7. 네 아쉽지만 활동지원금은 제공해드리지 않습니다.,20180427,20180525,20180822 ~ 20181226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Yangcheon-gu,"19 Garogongwon-ro 55-gil, Sinwol 3(sam)-dong, Yangcheon-gu, Seoul, South Korea",37.5366468,126.8243187
145,화성시아르딤복지관 재가 장애인 어르신을 위한 어버이날 행사 공연 재능기부 자원봉사자를 모십니다.,화성시아르딤복지관 지역연계팀,복지관 1층 아르딤 홀,봉사명 : 화성시아르딤복지관 재가 장애인 어르신을 위한 어버이날 행사 공연 재능기부 활동행사일자 : 18.05.08.(화)행사시간 : 10:00 ~ 11:00(추후 변동이 있을수 있음)모집분야 : 악기를 활용하여 공연활동이 가능하신분(악기 종류 무관)자세한 사항은 031-5183-8910 오소영 사회복지사에게 문의주시면 보다 상세히 설명드리겠습니다 감사합니다,20180427,20180525,20180508 ~ 20180508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Gyeonggi-do,Hwaseong-si,"220-20 Doi-ri, Hyangnam-eup, Hwaseong-si, Gyeonggi-do, South Korea",37.1364776,126.9206956
146,2018 도봉구 위크앤드 스포츠교실 봉사자 모집,도봉구체육회,초안산 생태공원 (창일중학교 뒷편),2018 도봉구 위크앤드 스포츠교실 봉사자모집-일시 : 2018년 5월 12~13일 (토일)-장소 : 초안산 생태공원-대상 : 청소년 및 대학생-모집인원 : 10명-활동내용 : 뉴스포츠 체험교실 활동보조 및 정리-문의 : 도봉구체육회 02-990-4141* 행사당일 봉사시간 엄수* 활동하기 편한 복장 및 운동화 모자 쿨토시 착용(자외선이 강하므로 썬크림 사용 및 더운 날씨에 필요한 물품 개인적으로 착용 가능)* 음료 및 간식 제공 (중식 제공 X),20180427,20180525,20180512 ~ 20180513,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Dobong-gu,"60 Nohae-ro 66-gil, Chang 1(il)-dong, Dobong-gu, Seoul, South Korea",37.6481094,127.0471549
147,제13회 군산시배드민턴협회장기 배드민턴대회 운영지원 및 환경정리 봉사활동 모집,군산시체육회,군산실내배드민턴장,제13회 군산시배드민턴협회장기 배드민턴대회 운영지원 및 환경정리 봉사활동,20180427,20180525,20180512 ~ 20180513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Jeollabuk-do,Gunsan,"281 Beon yeong-ro, Gaejeong-dong, Gunsan, Jeollabuk-do, South Korea",35.963753,126.7490628
148,2018 동대문구 유소년 축구리그(오전),동대문구체육회,중랑물재생센터,-일시: 6월 6일(수요일)-장소: 중랑물재생센터 축구장-시간: 08:00~12:00-주요활동:행사보조 및 정리-모집인원: 20명-접수방법: 문화체육자원봉사 홈페이지 회원가입(개인)-봉사신청-문의 : 동대문구체육회 02)2247-5997,20180427,20180525,20180606 ~ 20180606,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,Seoul,Seongdong-gu,"73 Songjeong-dong, Seongdong-gu, Seoul, South Korea",37.5575653,127.0652668
149,2018 동대문구 유소년 축구리그(오후),동대문구체육회,중랑물재생센터,-일시: 6월 6일(수요일)-장소: 중랑물재생센터 축구장-시간: 14:00~18:00-주요활동:행사보조 및 정리-모집인원: 20명-접수방법: 문화체육자원봉사 홈페이지 회원가입(개인)-봉사신청-문의 : 동대문구체육회 02)2247-5997,20180427,20180525,20180606 ~ 20180606,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,Seoul,Seongdong-gu,"73 Songjeong-dong, Seongdong-gu, Seoul, South Korea",37.5575653,127.0652668
150,성곡미술관 <독일디자인100년>전 문화자원봉사자 모집,성곡미술관,미술관 전시장,성곡미술관 <독일디자인100년>전문화자원봉사자 모집성곡미술관에서는 <독일디자인100년>전을 2018년 5월 24일부터 8월 26일까지 개최합니다. 이에 미술관의 운영요원으로 활동해주실 문화자원봉사자를 아래와 같이 모집합니다.■ 모집개요？ 모집취지- 장래 문화예술계 종사자를 꿈꾸는 젊은 세대들에게 전시와 교육프로그램 등 미술관 운영 전반에 대한 경험을 나눔으로써 직업체험의 기회를 제공하고자 한다.- 문화예술을 사랑하는 일반인들로 하여금 미술관 운영 전반에 대한 간접체험의 기회를 제공하고자 한다.- 미술관 전시 안내요원으로써 관객들의 원활한 전시 관람을 돕는 소중한 안내자의 역할을 인식시키고자 한다.？ 근 무 지 : 성곡미술관(서울시 종로구 경희궁길 42)？ 근무기간 : 2018년 5월 24일(목) ~ 8월 26일(일) (근무일 조정가능)？ 근무요일 및 시간- 매주 화~일 (월요일 휴관) 중 최소 1일 이상 (지원서 작성 시 선택)- 오후 12시~6시 (중간휴식 및 교육 1시간 포함)？ 근무내용 : 전시실 작품 보호 및 관리 전시안내 관람질서 유지 등 전시운영？ 근무형태 : 자원봉사자？ 자격요건 : 문화예술에 관심 있는 모든 애호가 (만 15세 이상 성별 무관)？ 자원봉사자 지원 사항(1) 미술관 학예업무 및 교육프로그램에 관한 기초 교육- 전시 기획 프로세스 교육- 교육프로그램에 대한 이해- 작품해설과 그 의미에 대한 교육(2) 소정의 식대 및 교통비 제공(3) 성곡미술관 전시도록 및 전시초대권 제공(4) 성곡미술관 카페 이용권 일 1매 (해당근무일)(5) 자원봉사 활동증명서 발급 (전시종료 후)■ 접수방법 및 제출서류？ 접수방법 : 지원신청서 e-mail 접수 (info@sungkokmuseum.org)※ 소정양식 다운로드 (첨부파일 참조)※ 근무가능일 및 시간 정확히 표기 요망？ 접수기간 : 2018. 4. 24(화) ~ 2018. 5. 20(일) 자정까지？ 유의사항 : e-mail 작성 시 제목은 ‘성곡미술관 자원봉사자_성명’ 파일명은 ‘자원봉사자_성명’으로 표기■ 선발절차？ 선발방법 : 서류심사 및 면접？ 선발절차 : 1차 서류 통과자에 한해 개별통지 후 면접 진행？ 선발결과 : 추후 통지■ 문의？ 이메일 : info@sungkokmuseum.org？ 전화 : 02-737-7650？ 홈페이지 : http://www.sungkokmuseum.org,20180427,20180525,20180524 ~ 20180826,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NY 10019,New York,"11 W 53rd St, New York, NY 10019, USA",40.7614327,-73.9776216
151,도봉문화원 필하모닉 오케스트라 제11회 향상연주회 봉사,도봉문화원,도봉문화원,※도봉 오케스트라 회원만 접수바랍니다.- 일시: 2018.4.28(토) 14:00~18:00- 장소: 도봉문화원 음악실- 내용: 도봉문화원 오케스트라 향상연주회,20180427,20180525,20180428 ~ 20180428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Seoul,Dobong-gu,"303 Chang 5(o)-dong, Dobong-gu, Seoul, South Korea",37.6542196,127.0389333
152,작은도서관 봉사활동,다솔도서관,도서관 내외,초등 중등 고등학생을 중심으로 독서지도 학과지도 생활지도 등에 참여합니다,20180422,20180731,20180422 ~ 20180731,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chungcheongnam-do,Cheonan,"156 Beon yeong-ro, Buldang-dong, Seobuk-gu, Cheonan, Chungcheongnam-do, South Korea",36.8156927,127.1136868
